nombre_escuela,alcaldia,nivel,anio,matricula_inicial,desertores,tasa_desercion
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2017,806,7,0.0087
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2018,866,0,0.0
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2019,820,7,0.0085
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2020,833,14,0.0168
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2021,888,11,0.0124
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2022,853,6,0.007
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2023,857,7,0.0082
Escuela Primaria Frida Kahlo 05,Cuajimalpa de Morelos,Primaria,2024,923,13,0.0141
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2000,818,8,0.0098
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2001,771,2,0.0026
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2002,800,6,0.0075
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2003,800,7,0.0088
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2004,861,3,0.0035
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2005,753,7,0.0093
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2006,793,8,0.0101
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2007,818,11,0.0134
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2008,769,5,0.0065
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2009,818,9,0.011
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2010,862,10,0.0116
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2011,809,4,0.0049
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2012,798,5,0.0063
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2013,830,8,0.0096
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2014,783,5,0.0064
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2015,838,8,0.0095
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2016,832,8,0.0096
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2017,860,8,0.0093
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2018,812,4,0.0049
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2019,829,0,0.0
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2020,820,13,0.0159
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2021,792,10,0.0126
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2022,848,8,0.0094
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2023,832,8,0.0096
Escuela Primaria Octavio Paz 06,Cuajimalpa de Morelos,Primaria,2024,833,11,0.0132
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2000,891,6,0.0067
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2001,793,12,0.0151
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2002,855,3,0.0035
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2003,842,10,0.0119
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2004,836,8,0.0096
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2005,817,8,0.0098
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2006,823,0,0.0
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2007,841,1,0.0012
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2008,864,3,0.0035
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2009,778,1,0.0013
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2010,840,8,0.0095
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2011,807,3,0.0037
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2012,845,10,0.0118
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2013,816,8,0.0098
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2014,804,8,0.01
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2015,869,9,0.0104
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2016,877,11,0.0125
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2017,900,8,0.0089
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2018,902,4,0.0044
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2019,851,7,0.0082
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2020,831,6,0.0072
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2021,882,11,0.0125
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2022,851,13,0.0153
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2023,878,13,0.0148
Escuela Primaria Jose Vasconcelos 07,Cuajimalpa de Morelos,Primaria,2024,868,9,0.0104
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2000,299,2,0.0067
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2001,296,2,0.0068
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2002,305,4,0.0131
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2003,307,2,0.0065
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2004,313,3,0.0096
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2005,306,3,0.0098
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2006,310,2,0.0065
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2007,308,4,0.013
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2008,309,3,0.0097
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2009,301,4,0.0133
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2010,309,3,0.0097
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2011,312,3,0.0096
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2012,320,2,0.0063
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2013,298,4,0.0134
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2014,315,3,0.0095
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2015,324,2,0.0062
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2016,323,2,0.0062
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2017,322,3,0.0093
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2018,315,3,0.0095
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2019,310,3,0.0097
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2020,324,6,0.0185
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2021,335,5,0.0149
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2022,321,1,0.0031
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2023,337,1,0.003
Escuela Primaria Miguel Hidalgo 08,Cuajimalpa de Morelos,Primaria,2024,325,2,0.0062
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2000,443,4,0.009
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2001,474,1,0.0021
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2002,475,5,0.0105
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2003,455,2,0.0044
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2004,458,3,0.0066
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2005,469,2,0.0043
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2006,451,3,0.0067
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2007,440,5,0.0114
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2008,461,6,0.013
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2009,431,5,0.0116
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2010,490,3,0.0061
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2011,483,4,0.0083
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2012,439,3,0.0068
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2013,473,2,0.0042
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2014,451,5,0.0111
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2015,460,5,0.0109
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2016,465,5,0.0108
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2017,456,4,0.0088
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2018,450,6,0.0133
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2019,455,6,0.0132
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2020,462,8,0.0173
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2021,459,6,0.0131
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2022,442,2,0.0045
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2023,463,4,0.0086
Escuela Primaria Moctezuma 09,Cuajimalpa de Morelos,Primaria,2024,483,3,0.0062
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2000,491,5,0.0102
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2001,482,4,0.0083
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2002,483,2,0.0041
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2003,514,5,0.0097
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2004,477,1,0.0021
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2005,481,2,0.0042
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2006,497,5,0.0101
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2007,503,3,0.006
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2008,511,7,0.0137
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2009,494,2,0.004
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2010,500,8,0.016
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2011,484,3,0.0062
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2012,502,5,0.01
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2013,472,6,0.0127
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2014,522,3,0.0057
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2015,545,7,0.0128
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2016,522,7,0.0134
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2017,523,4,0.0076
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2018,505,2,0.004
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2019,499,4,0.008
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2020,510,12,0.0235
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2021,477,10,0.021
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2022,495,4,0.0081
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2023,500,8,0.016
Escuela Primaria Heroes de Chapultepec 10,Cuajimalpa de Morelos,Primaria,2024,505,5,0.0099
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2000,704,15,0.0213
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2001,689,9,0.0131
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2002,730,16,0.0219
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2003,714,10,0.014
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2004,695,5,0.0072
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2005,687,10,0.0146
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2006,703,12,0.0171
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2007,704,8,0.0114
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2008,717,17,0.0237
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2009,704,10,0.0142
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2010,730,9,0.0123
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2011,740,6,0.0081
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2012,705,9,0.0128
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2013,718,5,0.007
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2014,745,12,0.0161
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2015,741,15,0.0202
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2016,702,3,0.0043
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2017,744,10,0.0134
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2018,695,12,0.0173
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2019,774,11,0.0142
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2020,743,14,0.0188
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2021,686,18,0.0262
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2022,736,9,0.0122
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2023,762,6,0.0079
Escuela Secundaria Tecnica Benito Juarez 01,Cuajimalpa de Morelos,Secundaria,2024,699,9,0.0129
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2000,622,9,0.0145
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2001,617,7,0.0113
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2002,615,12,0.0195
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2003,619,9,0.0145
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2004,609,11,0.0181
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2005,595,7,0.0118
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2006,595,9,0.0151
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2007,642,8,0.0125
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2008,601,13,0.0216
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2009,631,10,0.0158
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2010,620,11,0.0177
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2011,629,8,0.0127
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2012,619,6,0.0097
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2013,604,8,0.0132
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2014,649,7,0.0108
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2015,644,7,0.0109
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2016,595,10,0.0168
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2017,660,7,0.0106
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2018,601,10,0.0166
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2019,614,10,0.0163
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2020,654,15,0.0229
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2021,649,17,0.0262
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2022,653,9,0.0138
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2023,650,10,0.0154
Escuela Secundaria Tecnica Sor Juana 02,Cuajimalpa de Morelos,Secundaria,2024,644,17,0.0264
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2000,503,8,0.0159
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2001,474,9,0.019
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2002,522,8,0.0153
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2003,500,8,0.016
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2004,501,7,0.014
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2005,493,9,0.0183
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2006,529,5,0.0095
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2007,494,5,0.0101
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2008,520,6,0.0115
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2009,475,8,0.0168
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2010,523,9,0.0172
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2011,501,8,0.016
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2012,520,6,0.0115
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2013,498,6,0.012
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2014,483,6,0.0124
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2015,518,9,0.0174
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2016,511,8,0.0157
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2017,510,6,0.0118
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2018,499,8,0.016
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2019,508,8,0.0157
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2020,503,10,0.0199
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2021,553,14,0.0253
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2022,512,7,0.0137
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2023,500,7,0.014
Escuela Secundaria Tecnica Nezahualcoyotl 03,Cuajimalpa de Morelos,Secundaria,2024,512,3,0.0059
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2000,754,12,0.0159
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2001,716,7,0.0098
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2002,669,10,0.0149
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2003,695,3,0.0043
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2004,716,11,0.0154
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2005,741,14,0.0189
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2006,745,13,0.0174
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2007,695,10,0.0144
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2008,740,11,0.0149
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2009,725,10,0.0138
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2010,735,10,0.0136
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2011,712,5,0.007
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2012,727,11,0.0151
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2013,734,13,0.0177
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2014,759,11,0.0145
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2015,733,12,0.0164
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2016,746,9,0.0121
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2017,752,10,0.0133
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2018,736,12,0.0163
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2019,733,11,0.015
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2020,747,19,0.0254
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2021,758,18,0.0237
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2022,685,10,0.0146
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2023,753,13,0.0173
Escuela Secundaria Tecnica Vasco de Quiroga 04,Cuajimalpa de Morelos,Secundaria,2024,724,4,0.0055
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2000,1038,18,0.0173
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2001,1019,23,0.0226
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2002,1060,14,0.0132
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2003,984,19,0.0193
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2004,1072,14,0.0131
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2005,1048,14,0.0134
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2006,1054,11,0.0104
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2007,1003,18,0.0179
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2008,1071,13,0.0121
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2009,1019,19,0.0186
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2010,1022,15,0.0147
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2011,1044,9,0.0086
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2012,1054,16,0.0152
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2013,1060,16,0.0151
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2014,1118,21,0.0188
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2015,1053,16,0.0152
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2016,1109,20,0.018
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2017,1016,18,0.0177
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2018,1096,23,0.021
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2019,1046,13,0.0124
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2020,1030,24,0.0233
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2021,1085,22,0.0203
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2022,1058,6,0.0057
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2023,1113,9,0.0081
Escuela Secundaria Tecnica Frida Kahlo 05,Cuajimalpa de Morelos,Secundaria,2024,1078,17,0.0158
Escuela Secundaria Tecnica Octavio Paz 06,Cuajimalpa de Morelos,Secundaria,2000,314,4,0.0127
